GEOID,ct_x,ct_y
28149,-90.85201062,32.35724257
29003,-94.80210064,39.98350775
29139,-91.47021597,38.94146099
20021,-94.84625754,37.16929055
37083,-77.65164827,36.25746473
35043,-106.8659542,35.68860179
21051,-83.7146534,37.15966646
42035,-77.63810416,41.2340555
41043,-122.534956,44.48887144
55065,-90.13172024,42.66050111
40147,-95.90438445,36.71523939
54077,-79.66816539,39.46928885
69100,145.2151603,14.1515527
55135,-88.96478803,44.47046261
48137,-100.304741,29.98262925
41037,-120.3873441,42.79345296
29153,-92.44467815,36.64930932
48473,-95.98765473,30.01083849
1099,-87.36545759,31.57081341
50009,-71.73618221,44.72795037
51111,-78.24054837,36.94622273
38097,-97.16148352,47.45413843
13139,-83.81966191,34.31689585
13283,-82.56724956,32.4038156
13037,-84.6245378,31.52918522
55125,-89.5148335,46.05289859
27007,-94.93765777,47.97378232
72043,-66.3601195,18.09726084
72055,-66.92197528,17.94637661
24019,-76.08331878,38.42262137
42037,-76.40516638,41.04863857
39023,-83.78391005,39.91677554
48323,-100.3145105,28.742601
4019,-111.7899457,32.09738599
35006,-107.9997203,34.91257307
34005,-74.66805857,39.87773605
50021,-73.03657614,43.58007606
13099,-84.90365427,31.32281597
25007,-70.69875937,41.38879669
38049,-100.6362718,48.23457089
31179,-97.11925684,42.20927867
38045,-98.53546203,46.45690126
16023,-113.1720497,43.72292873
33007,-71.30551392,44.68952722
38043,-99.78009074,46.98014841
48273,-97.66840889,27.42670481
18127,-87.07330703,41.50886002
28101,-89.11880875,32.40021699
37163,-78.37136505,34.99157078
47127,-86.35868804,35.28470373
12103,-82.73954508,27.90266538
72019,-66.30998972,18.2017855
17065,-88.53911345,38.08155942
5105,-92.93146908,34.94738104
20023,-101.7310852,39.7858386
8029,-107.8629086,38.86137334
19185,-93.32736574,40.73947671
48165,-102.6351715,32.74072032
1093,-87.88714498,34.13654765
37189,-81.69645058,36.23111174
51770,-79.95830009,37.2784199
48317,-101.9512243,32.30603215
48037,-94.42337457,33.44574025
49057,-111.9133265,41.26984051
29127,-91.62235666,39.80594884
36045,-76.05205739,43.99886367
19097,-90.57423876,42.17172987
38063,-98.19204249,47.92167308
36019,-73.67818843,44.746241
8045,-107.9039647,39.59930434
29177,-93.98988615,39.35242307
39073,-82.47923928,39.49702776
1085,-86.65006406,32.15476258
13043,-82.07358737,32.40347481
19113,-91.59895532,42.07895648
6105,-123.1126287,40.65067265
13215,-84.87709269,32.50992726
28135,-90.17321658,33.95049088
20005,-95.31339501,39.53174348
72081,-66.86681045,18.26862466
48003,-102.637814,32.30502623
39109,-84.22884526,40.05343266
48375,-101.8940113,35.40126738
40133,-96.61553574,35.16745155
45003,-81.63478002,33.54431073
60020,-169.5367123,-14.20847158
6045,-123.4315494,39.43361958
51550,-76.30240333,36.67774964
69120,145.604864,14.94652391
72153,-66.85827912,18.07944475
56037,-108.8794376,41.65949315
48169,-101.2984159,33.17987055
54031,-78.85784936,39.00746619
72001,-66.75398711,18.1797403
55089,-87.59448031,43.36564954
47163,-82.30416323,36.51291068
45059,-82.00594498,34.483606
56011,-104.5699311,44.5885775
55117,-87.63477651,43.71970668
25013,-72.63163986,42.13512374
48055,-97.62002949,29.83709613
20029,-97.64926214,39.48028519
6027,-117.4107481,36.51112127
1037,-86.24767766,32.93624437
19059,-95.1508247,43.37797679
21095,-83.21790432,36.85696486
20061,-96.75249982,39.00237252
42011,-75.92598917,40.41631197
47019,-82.12745328,36.29266987
27083,-95.83898745,44.41349982
51037,-78.66164444,37.01162934
47179,-82.49740884,36.29330433
45071,-81.6001902,34.28979201
51093,-76.70908158,36.9067589
41069,-120.0275892,44.72613414
29023,-90.40650135,36.7163789
22047,-91.34934561,30.25851195
28125,-90.81321153,32.8797153
51061,-77.80922953,38.73865098
32005,-119.6163748,38.91223856
12037,-84.8005013,29.81171235
18055,-86.96205122,39.03633905
18139,-85.46574821,39.61992908
55131,-88.23075206,43.36848666
29105,-92.59035288,37.65829408
42085,-80.25771724,41.30217665
5031,-90.63282929,35.83078142
29195,-93.20187169,39.1368084
17193,-88.17956161,38.08750694
17039,-88.90412137,40.17463188
32033,-114.9016864,39.44219455
27049,-92.72255197,44.40983499
37173,-83.49270714,35.48682277
12101,-82.43881542,28.30674081
12119,-82.08105128,28.70484275
36059,-73.58554799,40.73212938
38091,-97.72466301,47.45616923
18163,-87.58581169,38.0248789
29071,-91.07499285,38.41114908
37011,-81.92260952,36.07661014
54107,-81.51499305,39.21111263
55007,-91.18069709,46.63543152
47161,-87.838445,36.50109034
55097,-89.50138261,44.47602892
45063,-81.27223061,33.90230858
24003,-76.5676016,38.99412827
55039,-88.48827162,43.75358798
54101,-80.4218833,38.49476604
55061,-87.3072524,44.50599232
48369,-102.7845388,34.53011711
40151,-98.86511143,36.76692706
21063,-83.09750802,38.11789065
25003,-73.20642175,42.37067304
29041,-92.96261806,39.51505622
8103,-108.2172274,39.97982914
8087,-103.8098185,40.26274586
41045,-117.6231023,43.19346874
34023,-74.40881062,40.44011704
20167,-98.76235128,38.91478261
17155,-89.28584735,41.20442754
46055,-101.5399743,44.29442919
47111,-86.0072591,36.53202943
5023,-92.02670878,35.53811884
1109,-85.94089342,31.80271946
16003,-116.4539151,44.88957876
25005,-71.08849405,41.75707347
42107,-76.21594997,40.70580414
38103,-99.66094404,47.58751897
37045,-81.55554222,35.3340719
5059,-92.94600618,34.3176557
24021,-77.39796708,39.47220419
17169,-90.61504548,40.15805575
6051,-118.8866805,37.93898621
6109,-119.9547704,38.02759744
35013,-106.8327272,32.35265701
13081,-83.76810021,31.92292255
5027,-93.22731789,33.21429531
38039,-98.23704727,47.45728353
6095,-121.9400001,38.26695848
19043,-91.34146419,42.84474234
48449,-94.96570669,33.21646275
54027,-78.61418846,39.31705838
37125,-79.481333,35.31065573
20009,-98.75645311,38.47896123
38087,-103.459896,46.44722476
22083,-91.7634373,32.41778139
31071,-98.99139842,41.91436884
22099,-91.60826224,30.12902994
1119,-88.19879228,32.59100823
1133,-87.37369392,34.14922852
12117,-81.23630327,28.7169943
28035,-89.25786623,31.18885376
26065,-84.37352937,42.59708286
20177,-95.75650706,39.04151532
46061,-97.78736571,43.67482013
27061,-93.63199193,47.50951718
8073,-103.5139785,38.98805102
36053,-75.66959049,42.91267186
36115,-73.43071713,43.31365808
18081,-86.1016194,39.48995794
48445,-102.3351912,33.17381759
35021,-103.8200261,35.8579328
1121,-86.16590767,33.38003814
55067,-89.07190533,45.26234194
48155,-99.77794938,33.97458131
19021,-95.15114421,42.73548729
19129,-95.62135109,41.03346297
48385,-99.82215991,29.83174913
39041,-83.00490437,40.27840202
37067,-80.2563108,36.13062628
32510,-119.7474369,39.15114819
19049,-94.03975554,41.68485742
48065,-101.3541917,35.40350511
13261,-84.19701018,32.03997754
29223,-90.46140382,37.11262882
45007,-82.63784155,34.51913634
56007,-106.9306164,41.69458262
30093,-112.6566755,45.90244004
17177,-89.66233358,42.35174006
26087,-83.22177041,43.09015139
22027,-92.99573514,32.82265758
28161,-89.70762177,34.02820654
72093,-66.94228399,18.17206901
26079,-85.09025723,44.68467692
72005,-67.14472065,18.48031986
22039,-92.40587878,30.72892384
47069,-88.99309816,35.20685553
4003,-109.7512965,31.8795608
35023,-108.7149754,31.91416105
38023,-103.4873311,48.81488505
6071,-116.1784569,34.84144062
8083,-108.5966802,37.33843518
28023,-88.68941952,32.04142386
19125,-93.09941364,41.33444697
31055,-96.1544743,41.29534608
40057,-99.84628875,34.74411398
29039,-93.85662353,37.72386253
13059,-83.36734265,33.95120893
16085,-115.5662958,44.76665881
48275,-99.74144506,33.60610736
5103,-92.88193844,33.59341743
39037,-84.61931524,40.13322087
40071,-97.14393041,36.81800266
46041,-100.8718435,45.15660893
41057,-123.7586654,45.45667009
13077,-84.76332187,33.35346906
28127,-89.91961866,31.91320275
28131,-89.11769301,30.78995045
6013,-121.9510606,37.92338498
47017,-88.45024326,35.97316828
51087,-77.40575865,37.53800813
18119,-86.83763321,39.31283559
36119,-73.75341827,41.15148753
29017,-90.02594119,37.32218279
54047,-81.65357934,37.37850741
54033,-80.37988844,39.28351581
37077,-78.65275423,36.30405712
9009,-72.89983486,41.34880612
31139,-97.60127527,42.26434945
13023,-83.3278521,32.43443846
13033,-82.0007149,33.06112953
17181,-89.25509008,37.47122655
17091,-87.86181426,41.13769878
38051,-99.44120272,46.11176747
31141,-97.52115576,41.57127978
37185,-78.10670379,36.39651917
72009,-66.26440769,18.13123568
13197,-84.52461524,32.35335383
46027,-96.97564122,42.91458064
10005,-75.33954281,38.68331808
13159,-83.68815421,33.31643281
29175,-92.49708071,39.44016548
20015,-96.83908989,37.78128769
48209,-98.03106823,30.05814664
48325,-99.11013619,29.3556891
26105,-86.5450768,43.99606208
45013,-80.69224143,32.35713045
46135,-97.39474747,43.0089786
55105,-89.07157941,42.67121539
45077,-82.725445,34.88730293
53013,-117.9078256,46.29748398
18023,-86.47515515,40.30169713
17027,-89.42244016,38.60648699
16067,-113.6374479,42.85425529
42113,-76.51213147,41.44614606
28121,-89.94583595,32.26408471
48345,-100.7798361,34.07410156
41039,-122.8762101,43.94167573
48485,-98.70361869,33.98797778
26155,-84.14675036,42.95372881
20089,-98.21833569,39.7847169
20123,-98.20934879,39.3932421
12007,-82.16876991,29.95001043
28091,-89.82245591,31.2308153
28039,-88.64401396,30.86259723
17085,-90.21256908,42.36581753
18059,-85.7732487,39.82354077
48329,-102.0316085,31.86915484
20171,-100.9068464,38.48217168
30013,-111.3470393,47.30794032
17199,-88.92991791,37.73024186
30029,-114.0495987,48.29509077
72111,-66.72793739,18.02450323
20189,-101.3120353,37.19229435
21067,-84.45877147,38.04232652
21091,-86.77783006,37.84149024
46013,-98.35160186,45.58972291
54001,-80.00301699,39.13290735
47181,-87.78803292,35.23990805
31013,-103.0856909,42.21975165
42097,-76.70931978,40.85197604
48469,-96.97150615,28.7964096
26147,-82.66432773,42.93114738
31173,-96.54409983,42.15817157
50015,-72.64142354,44.60572444
51067,-79.88098394,36.99193953
40011,-98.43345008,35.87523615
53037,-120.6797022,47.12426709
18135,-85.01131707,40.15762559
49025,-111.8877842,37.2850936
54093,-79.56486716,39.11361782
72113,-66.60726359,18.00281465
55023,-90.9310851,43.23946888
1071,-85.99929594,34.77941312
19123,-92.64090052,41.33521338
20045,-95.29258756,38.88465196
21059,-87.08724567,37.73180756
21197,-83.82376007,37.83120413
29097,-94.34060293,37.20354849
41061,-118.0087932,45.31020811
13151,-84.15415245,33.45303976
38001,-102.5285444,46.09681798
37137,-76.669472,35.15103613
21083,-88.65118397,36.72312473
42021,-78.71369291,40.49530356
47107,-84.61742528,35.42471154
26093,-83.91152756,42.6029126
8001,-104.3378762,39.87362893
42069,-75.60918038,41.43682192
40123,-96.68444207,34.72798521
40037,-96.37095388,35.90268665
48457,-94.37659774,30.77119805
47175,-85.45268193,35.69594776
40125,-96.94830482,35.20672362
9013,-72.33650932,41.85507866
35053,-106.9303925,34.00718332
13003,-82.87994934,31.2971287
12031,-81.64802135,30.33550467
48145,-96.93583836,31.25326575
5149,-93.41121813,35.00260565
20033,-99.27188602,37.19127317
21113,-84.58092441,37.87208219
21171,-85.71656433,36.71216163
40075,-98.9809256,34.91635921
46079,-97.12938314,44.02203582
37033,-79.33352342,36.39327309
48377,-104.2405143,29.99976529
39057,-83.88986892,39.69146899
48489,-97.59181906,26.47698316
72021,-66.16834186,18.34963152
35028,-106.3074509,35.86938455
2122,-151.6980581,60.11940791
1003,-87.74984136,30.66089866
19007,-92.8686187,40.7431674
78010,-64.74791875,17.73558595
51127,-76.99744368,37.50522825
13263,-84.53299468,32.69946369
36049,-75.44878841,43.78468374
54015,-81.07509558,38.46252385
18077,-85.43857039,38.78581286
51019,-79.52419239,37.31514428
35033,-104.9455178,36.01050698
31011,-98.06725447,41.70678611
29149,-91.40329681,36.68671921
47083,-87.71705548,36.28595191
42131,-76.01653886,41.518324
37107,-77.64123538,35.23878752
18167,-87.38993435,39.43065779
18039,-85.85875104,41.5973833
51077,-81.22492726,36.65650304
48303,-101.8205508,33.61019757
27093,-94.5273043,45.1231125
39005,-82.27072837,40.8459968
31119,-97.6007673,41.91668871
12085,-80.39847621,27.08161527
8079,-106.9241085,37.66901532
13085,-84.17059525,34.44428694
13167,-82.66011559,32.70153206
5095,-91.20389803,34.67784838
29059,-93.02366082,37.68040652
51143,-79.3971106,36.82133217
2068,-150.0117165,63.67164046
20145,-99.23673462,38.18133151
20209,-94.76455081,39.11460244
12029,-83.18699851,29.58125405
26157,-83.43986145,43.49134593
2240,-143.2119957,63.87629121
20065,-99.88323737,39.34971827
22097,-92.00582939,30.59884629
47055,-87.03476595,35.2020966
39095,-83.46826657,41.68418908
5093,-90.05417973,35.76388715
72117,-67.26467817,18.33925435
18043,-85.90670745,38.31898976
20129,-101.7992399,37.19138423
21081,-84.62461673,38.64888732
21217,-85.32784826,37.36644654
37075,-83.83364989,35.35014219
54045,-81.9353974,37.83158911
54073,-81.16058994,39.37097529
51071,-80.7029521,37.31425241
54019,-81.08118659,38.02878559
53061,-121.7223066,48.04610012
35015,-104.3044604,32.47145788
31117,-101.0605356,41.56807544
31145,-100.4768744,40.17583445
31149,-99.4499138,42.42127686
47085,-87.77563935,36.04084004
17125,-89.91685198,40.23960209
51197,-81.07868645,36.9170839
13303,-82.79585812,32.96957347
53077,-120.7384658,46.45700099
5143,-94.21557737,35.97907367
48213,-95.85354486,32.21188314
55035,-91.28600908,44.72676931
47153,-85.41055862,35.37106144
48471,-95.57227621,30.73904405
4005,-111.7705263,35.8387076
20191,-97.4765321,37.23728229
26127,-86.58176981,43.64460752
27065,-93.29344289,45.94521038
39007,-80.75901492,41.89637266
6003,-119.8206392,38.59727368
48167,-94.86265365,29.37995959
1011,-85.71568589,32.10053546
17105,-88.55771131,40.89153837
39135,-84.64799962,39.74151955
39079,-82.61837172,39.01966798
48201,-95.39237174,29.85726546
25017,-71.39169645,42.48549751
72145,-66.39665964,18.45570383
48115,-101.9476925,32.74252519
36069,-77.29983464,42.8528554
2261,-144.7601424,61.41691136
1001,-86.64270325,32.53490912
20121,-94.83806158,38.56356736
13091,-83.16837366,32.17213743
36023,-76.07027935,42.59500117
13039,-81.63638318,30.92254418
26161,-83.83876823,42.25321646
18087,-85.42651133,41.64259463
48371,-102.7235904,30.78104834
13225,-83.82693373,32.56877632
13311,-83.74716518,34.64640315
13163,-82.41811965,33.05487301
55083,-88.22057799,44.99853905
48347,-94.61577699,31.61596105
44009,-71.61969999,41.39651085
53047,-119.7408466,48.54871645
53063,-117.40396,47.62065292
55041,-88.77040681,45.66730502
55113,-91.14467481,45.87996373
34017,-74.07588583,40.73086915
39151,-81.36562486,40.81387646
48187,-97.94865099,29.58301403
53029,-122.5752845,48.16294254
54037,-77.86275342,39.30757351
51153,-77.47766847,38.70166873
42029,-75.74842093,39.97309351
54055,-81.11143736,37.40549617
47145,-84.52320203,35.84784649
53009,-123.9342253,48.11041801
53065,-117.8551592,48.39907616
19177,-91.94999941,40.75323444
31073,-99.83069963,40.51483348
28095,-88.48049223,33.89227195
12033,-87.34138513,30.6144511
48439,-97.29123417,32.77153997
24033,-76.84727734,38.82944331
51169,-82.6029351,36.71430736
48239,-96.57769721,28.95422285
40085,-97.24415464,33.94990484
13289,-83.42701533,32.66720735
39099,-80.77624658,41.01465031
1087,-85.6927277,32.38596539
17191,-88.42561777,38.42955002
48437,-101.7350201,34.53038529
29151,-91.86187352,38.46035562
17089,-88.42861785,41.93891715
6017,-120.5246724,38.77869529
45055,-80.59028267,34.33874615
37073,-76.70048718,36.4449349
8089,-103.7164484,37.90269266
41019,-123.1795398,43.28534625
42089,-75.33950032,41.05805735
5101,-93.21788028,35.91996421
38019,-98.46485255,48.77229293
40103,-97.23049953,36.38859775
20063,-100.4828942,38.91610381
22077,-91.60076592,30.70935873
31067,-96.68945489,40.26192847
1115,-86.31470987,33.71568463
28123,-89.53765566,32.40640291
13095,-84.21628528,31.53336559
18061,-86.11126137,38.19506394
16017,-116.6010869,48.30004407
13047,-85.13823491,34.90360945
22059,-92.16040131,31.67670509
23027,-69.12187547,44.48526572
24027,-76.93115673,39.25068401
49035,-111.9235925,40.66734364
9003,-72.73281552,41.80641623
9015,-71.98750716,41.83004783
12087,-81.18564757,25.04680299
39157,-81.47377813,40.44094244
36085,-74.13823237,40.56231307
39071,-83.60096043,39.18473769
27077,-94.9045744,48.77121179
16011,-112.398075,43.21653988
72023,-67.18571584,18.02326633
72069,-65.78780638,18.13329048
72077,-65.90888582,18.22337327
45045,-82.37072021,34.89439911
46085,-99.8473938,43.89582642
55121,-91.35842516,44.3039394
6113,-121.9016894,38.68669227
48431,-101.0500181,31.82789797
48495,-103.0481719,31.85004999
46071,-101.628167,43.69420158
49041,-111.8045287,38.7477645
51036,-77.05911785,37.35433835
1023,-88.26320446,32.01961502
18083,-87.41814133,38.6890737
31047,-99.81956494,40.86994099
20057,-99.88794176,37.69169664
38105,-103.4802726,48.34366872
38017,-97.24796951,46.93303132
17069,-88.26692229,37.51820262
31005,-101.6958913,41.56890323
48163,-99.1082721,28.86780382
19103,-91.58807173,41.67153189
20133,-95.30681442,37.55848861
21089,-82.92222942,38.54567369
20107,-94.84291602,38.21226649
49017,-111.4431514,37.85489867
32011,-116.2685734,39.98388706
31085,-101.0618446,40.52478686
8095,-102.3575827,40.59387428
5013,-92.5029944,33.55808042
2090,-146.5654582,64.80774908
21101,-87.57313444,37.79581639
28051,-90.0920434,33.12355683
28105,-88.87929054,33.42496406
72037,-65.55922913,18.26841203
72047,-66.32795684,18.30422869
30027,-109.2244533,47.26355876
24023,-79.27299884,39.52890897
22119,-93.33497173,32.71342695
26059,-84.5929214,41.88775045
21141,-86.87893615,36.85969612
46033,-103.4515664,43.67763112
33013,-71.68028069,43.29749666
42133,-76.72649912,39.9199245
37161,-81.91977311,35.40256418
46005,-98.27812921,44.41446729
1043,-86.86762502,34.13197012
13097,-84.76792602,33.70184547
31097,-96.26511707,40.39263295
37187,-76.56930454,35.83925838
46075,-100.6897531,43.96066376
37007,-80.10274363,34.97378155
2100,-135.4606231,59.07112966
38007,-103.3764409,47.02344664
31003,-98.06666364,42.17688909
29073,-91.50795416,38.44083638
21031,-86.68179309,37.20726062
78020,-64.73774517,18.32759269
56005,-105.5483189,44.24833406
13211,-83.492364,33.59084424
5037,-90.77124456,35.29574161
5107,-90.84801656,34.42831935
22093,-90.79630385,30.02630735
6115,-121.3511787,39.26909978
1117,-86.66066775,33.2642718
8091,-107.7693339,38.15552341
35009,-103.3470224,34.57418592
40149,-98.99221073,35.29036808
37135,-79.12065331,36.06112503
18131,-86.69877696,41.04182349
26019,-86.30065403,44.64457983
36029,-78.77962875,42.75826139
24031,-77.20420822,39.13636444
51013,-77.10105194,38.87860215
51035,-80.73389831,36.73155642
29183,-90.67488437,38.78192402
6069,-121.0749603,36.6056908
24035,-76.08505307,39.03758869
20013,-95.56419893,39.82649503
13031,-81.74314758,32.39678578
21071,-82.74568706,37.55718312
30007,-111.4955379,46.33244336
13309,-82.72457801,32.11694187
37049,-77.08199981,35.11769967
29087,-95.21554379,40.09443595
48295,-100.2731259,36.27768988
41009,-123.0882595,45.94379526
45041,-79.70280367,34.02440044
38061,-102.355645,48.20132467
49053,-113.5046931,37.28039671
30003,-107.4898467,45.42338009
42047,-78.64906329,41.42523159
31165,-103.7588703,42.487719
28031,-89.55260264,31.63320983
72099,-67.08068275,18.3779752
18013,-86.22737548,39.19621645
18019,-85.70726607,38.47724508
21021,-84.86681931,37.62437931
21065,-83.96429682,37.69245801
48087,-100.2700676,34.9648726
48089,-96.52625645,29.62083459
17063,-88.41846984,41.28509528
27081,-96.26709245,44.41256654
13109,-81.88685979,32.15675506
48497,-97.6544528,33.21589424
2050,-160.1952591,60.84909583
13307,-84.55106713,32.04665617
13169,-83.56051334,33.02514607
13135,-84.02363724,33.96171068
55095,-92.44138252,45.46141523
55045,-89.60223816,42.68001168
72107,-66.43399358,18.21485582
36079,-73.74949526,41.4266557
51700,-76.51635896,37.07601214
8011,-103.0717067,37.95508447
40065,-99.41482487,34.58793656
30089,-115.133284,47.67479141
48173,-101.5208053,31.86946305
5047,-93.89060816,35.51235988
40093,-98.5359169,36.31163601
47125,-87.3828653,36.49686563
53051,-117.2739908,48.53231493
38055,-101.3218142,47.60696124
41027,-121.6510808,45.51900616
19197,-93.73514754,42.73312284
48419,-94.14492123,31.79242082
29055,-91.30394291,37.9763826
51017,-79.74103112,38.05863999
27111,-95.70801136,46.40879105
22075,-89.48193284,29.38069555
28115,-89.03740037,34.22544569
22067,-91.80180256,32.82021731
21029,-85.69593449,37.97014728
1047,-87.10648492,32.32593725
48093,-98.55827209,31.94798089
30053,-115.4050681,48.54248512
72129,-65.97653258,18.14797741
72135,-66.2464971,18.3625881
27021,-94.32535222,46.94959906
8007,-107.0482929,37.19360911
28163,-90.39644368,32.78034119
55087,-88.46491152,44.41609044
29107,-93.78558702,39.06557183
37195,-77.918641,35.70514067
39117,-82.79405956,40.52407612
30039,-113.4403357,46.40447633
38031,-98.88303706,47.4570617
5033,-94.24287356,35.58907402
48053,-98.18244751,30.78828464
29186,-90.19444996,37.89443609
48179,-100.8125592,35.40116597
17109,-90.67790718,40.4562133
19137,-95.15640132,41.03013883
5067,-91.21452737,35.59921545
48229,-105.3864508,31.4561612
22079,-92.53322035,31.19859433
31111,-100.7452397,41.04776436
48067,-94.3435473,33.07753458
47079,-88.30119218,36.33183002
37061,-77.93300002,34.93656312
37087,-82.98218384,35.55605351
27037,-93.06541707,44.67186264
41025,-118.9678938,43.06408203
72095,-65.89543136,17.99799161
55001,-89.77040632,43.96954452
29045,-91.73838371,40.41035823
21015,-84.72789123,38.9698875
21229,-85.17474756,37.75344233
22009,-92.00136005,31.07623405
28137,-89.94481885,34.65032442
29227,-94.42209868,40.47913082
31163,-98.97622462,41.22058486
46021,-100.0516178,45.77113107
46063,-103.4957739,45.58034903
26057,-84.6049101,43.29273762
19175,-94.24239731,41.02771528
17127,-88.70770506,37.2189968
31113,-100.4828515,41.56647547
31121,-98.03800304,41.16904631
31161,-102.4089684,42.50476781
21039,-88.97093001,36.8532337
56025,-106.7985029,42.962235
13321,-83.85088687,31.55150454
18109,-86.44622227,39.48155901
48139,-96.79453675,32.3484013
13229,-82.21285609,31.35881479
60010,-170.6273154,-14.26745031
18053,-85.65472026,40.51582584
12035,-81.29298772,29.47111832
28077,-90.10699284,31.55021991
22127,-92.63670117,31.94425715
17073,-90.13143018,41.35312621
41041,-123.9076061,44.64582539
23031,-70.67022527,43.42925618
46029,-97.18863063,44.97784785
13231,-84.38921489,33.09227539
13259,-84.83519762,32.07846989
34025,-74.15820312,40.28751597
5021,-90.41743149,36.36838432
5045,-92.33201957,35.14703467
40041,-94.80266057,36.40818591
19107,-92.17865152,41.33644049
17061,-90.39048409,39.35621996
27075,-91.40884785,47.52317477
13285,-85.02833138,33.03352757
6023,-123.9157869,40.70499169
47043,-87.35669595,36.14902064
27003,-93.24643853,45.27325634
46009,-97.88470364,42.98834609
47059,-82.84580845,36.17535833
51183,-77.26182543,36.9217305
18141,-86.28988284,41.61671034
38067,-97.55178272,48.76752434
46007,-101.6639901,43.19490676
22115,-93.18414734,31.10829361
23019,-68.64942331,45.4005172
24041,-76.17866021,38.74906211
13257,-83.29349261,34.55393566
6065,-115.993869,33.74368152
5005,-92.33695812,36.28715884
28007,-89.58153534,33.08626057
19169,-93.46505333,42.03623838
20011,-94.84930503,37.8552364
51049,-78.24487043,37.51217674
45085,-80.38241652,33.91614264
2164,-156.5447995,58.27875238
54109,-81.54915578,37.60963007
6029,-118.7299022,35.34285123
48097,-97.21263874,33.63921958
45075,-80.80027783,33.4389835
55119,-90.50123226,45.21154627
27099,-92.75250479,43.67145645
27101,-95.76324396,44.02212058
44007,-71.57854051,41.8713691
29161,-91.79234183,37.87714398
28117,-88.52010429,34.61828019
21235,-84.14515087,36.75809699
18149,-86.6476459,41.28091301
48491,-97.60075606,30.64803801
72109,-65.98882239,18.00075056
19131,-92.78902498,43.35640533
13107,-82.30173517,32.58971184
22025,-91.8470914,31.66613427
42025,-75.70880193,40.91816488
31133,-96.23707584,40.13154602
47171,-82.43237198,36.11070667
45083,-81.9906921,34.93127265
55073,-89.75908161,44.89827468
32007,-115.3577064,41.14578277
54007,-80.71927835,38.69986137
26165,-85.57841246,44.33835614
48079,-102.8284409,33.60413081
42013,-78.34863402,40.48096305
29085,-93.32074907,37.9407855
29009,-93.82906091,36.70987758
27123,-93.09960307,45.01709267
5081,-94.23441533,33.70054951
32019,-119.1891954,39.02041168
12071,-81.91543497,26.57568459
41033,-123.5554878,42.36550003
72091,-66.48782464,18.449609
28113,-90.4041513,31.17489796
47031,-86.07475973,35.49067811
16059,-113.9332614,44.94328318
21183,-86.8488705,37.47818092
31153,-96.11197211,41.11294109
13071,-83.76886463,31.18838981
27167,-96.46841149,46.35715782
17157,-89.8253061,38.05211281
23011,-69.76724813,44.409143
51173,-81.53697221,36.84374733
35041,-103.4800287,34.02117927
42111,-79.02829633,39.97244313
51191,-81.95983335,36.72446862
37081,-79.78891399,36.079474
16001,-116.2411584,43.45111142
40039,-99.00149308,35.63885479
39101,-83.16087356,40.58720289
17149,-90.88631792,39.62251426
17203,-89.21116586,40.78822201
13245,-82.07367613,33.35966809
1107,-88.08869152,33.28083647
40045,-99.75462081,36.21836314
17145,-89.36701212,38.08376515
19075,-92.79143671,42.40185996
8107,-106.9911778,40.48507111
34035,-74.61639984,40.56350992
6011,-122.2370034,39.1775635
17087,-88.88087275,37.45964152
8053,-107.3003228,37.82134642
16031,-113.6000979,42.28386435
27059,-93.29518049,45.5614819
42049,-80.09811348,42.11747902
28029,-90.44888662,31.86919956
48467,-95.83652551,32.5636821
51161,-80.0679646,37.26922734
51015,-79.13385462,38.16441287
2060,-156.9810166,58.73325185
49031,-112.1271659,38.33662774
21161,-83.8241793,38.59517255
27009,-93.9988217,45.69913265
48129,-100.8139815,34.96540936
12005,-85.63262911,30.2376201
1077,-87.65397832,34.90137331
18045,-87.24200935,40.12090119
17173,-88.80552027,39.39112449
17051,-89.02417126,39.00020665
39127,-82.23611101,39.73714924
51590,-79.4086737,36.58319931
13011,-83.49738619,34.35412467
13305,-81.91677673,31.55135558
40109,-97.40721643,35.5515208
40069,-96.66064756,34.31647527
37099,-83.14082721,35.28751253
49043,-110.9559661,40.86816833
29167,-93.40055008,37.6164735
32015,-117.0379049,39.93381244
19191,-91.84370122,43.29067894
21023,-84.09022715,38.68882486
55037,-88.39819641,45.8484727
54087,-81.34831932,38.71401421
27159,-94.96939094,46.58575389
17201,-89.16084129,42.33626999
4007,-110.8117115,33.79973441
24045,-75.63159378,38.36935776
21043,-83.04954234,38.31818363
37097,-80.87349962,35.80670342
51083,-78.93666735,36.76699359
37091,-76.98074744,36.35871705
36057,-74.43970248,42.90228375
27113,-96.03669167,48.06624029
53073,-121.8727984,48.82961938
41021,-120.2106946,45.37825888
34029,-74.24993515,39.86592866
5009,-93.09155878,36.30859229
40031,-98.47166001,34.66210879
48253,-99.87871837,32.73990344
48185,-95.98547086,30.54350727
26049,-83.7067149,43.0217119
22007,-91.06257093,29.90078052
28013,-89.33646299,33.93644508
28041,-88.63914958,31.21421947
30017,-105.5717079,46.2526998
46109,-96.94612155,45.6296429
17141,-89.32061066,42.04265193
38077,-96.94828785,46.26460073
55005,-91.84832662,45.42372277
55051,-90.26446968,46.31703956
27157,-92.23024854,44.28427278
6015,-123.957761,41.7449305
40127,-95.37582022,34.4161976
53007,-120.6189084,47.86923006
26141,-83.52774856,45.44931203
40027,-97.32642462,35.20304414
36105,-74.76812698,41.71644918
37149,-82.16962495,35.27933429
