GEOID,ct_x,ct_y
48103,-102.5155358,31.42848465
56003,-107.9952038,44.52671246
47081,-87.4733332,35.80330027
28143,-90.3754919,34.65195396
29081,-93.99206443,40.3546594
72029,-65.88794864,18.32910349
18005,-85.89761473,39.20592729
13223,-84.86729063,33.92055346
39015,-83.86742057,38.9340549
47141,-85.49507574,36.14089935
38101,-101.5418097,48.2217268
25027,-71.90772247,42.35137277
39091,-83.76588796,40.38845312
6031,-119.8154639,36.07536683
6073,-116.7702048,33.02819788
72123,-66.26197451,17.97297643
13079,-83.98630531,32.71453218
72103,-65.73607787,18.21107106
29037,-94.35480569,38.64698008
36027,-73.74286275,41.7651418
48477,-96.40338686,30.21453073
8101,-104.5128521,38.17342744
29067,-92.49878922,36.93259148
38009,-100.8333293,48.79215448
37051,-78.82751577,35.04862264
56017,-108.442115,43.71893811
26001,-83.12900478,44.68362165
6061,-120.7176551,39.06341154
5129,-92.69949369,35.91089925
48305,-101.8161281,33.17682571
36077,-75.03254054,42.63378029
37153,-79.74778848,35.0060689
37093,-79.2373244,35.0174906
31131,-96.13475808,40.64850739
42023,-78.20378724,41.43680757
45035,-80.40557175,33.07950205
27161,-93.58726044,44.02211224
46015,-99.08093811,43.71804104
47177,-85.77844416,35.67868358
17023,-87.78771912,39.33354982
21201,-84.05191976,38.51900456
47095,-89.49340693,36.33547152
45015,-79.95104067,33.19772008
5051,-93.15043223,34.57669644
20139,-95.72694167,38.65233291
39155,-80.7611651,41.31718542
48333,-98.59545002,31.49518871
48359,-102.6028704,35.40503805
42019,-79.91299992,40.9117145
16049,-115.4675301,45.84419723
20115,-97.09689918,38.35887334
51029,-78.52867954,37.57219996
37025,-80.55182562,35.3867881
29225,-92.87588146,37.28089883
49011,-112.1112692,40.99007866
27033,-95.18114017,44.0070955
12093,-80.88864282,27.38630204
13291,-83.99079353,34.83400021
19013,-92.3088365,42.47008614
48403,-93.85176133,31.34325047
39131,-83.06685613,39.0773643
1125,-87.52503321,33.28954029
1131,-87.30821233,31.98919668
28097,-89.61642277,33.49409919
31099,-98.94801053,40.50669908
31087,-101.0422771,40.1763407
10003,-75.6389749,39.57824093
16081,-111.2076097,43.75943799
17161,-90.56726648,41.46741754
51073,-76.52298345,37.40124056
5133,-94.24115777,33.99717055
18017,-86.34593458,40.76148406
16077,-112.8406748,42.69364696
18015,-86.56348959,40.58286727
42101,-75.13397558,40.00762243
56043,-107.6828532,43.9049938
37029,-76.16095804,36.34111908
36109,-76.47366034,42.45200424
5069,-91.93150751,34.26878065
5079,-91.73332449,33.95744744
55123,-90.83439663,43.59385467
29093,-90.77349124,37.55516007
48223,-95.56396642,33.14957754
36001,-73.97354742,42.60018551
48225,-95.4226699,31.31771647
39111,-81.08291697,39.72734493
20165,-99.30923888,38.52316512
18107,-86.89332044,40.04037563
20187,-101.7841548,37.56305267
21129,-83.71623397,37.59476843
27071,-93.78337036,48.24526203
48029,-98.52002471,29.44897595
8013,-105.3577441,40.09244814
47089,-83.44624589,36.05099239
40097,-95.23084492,36.30187598
27165,-94.61404334,43.97841194
16013,-113.9801455,43.41194883
22053,-92.814153,30.26776239
46119,-100.1321761,44.71556633
8031,-104.8759113,39.76188092
40029,-96.29784248,34.58817403
30011,-104.5361556,45.51674456
48461,-102.0430375,31.36872743
18051,-87.58463052,38.3117906
31105,-103.7149483,41.1976439
17093,-88.42885264,41.59053948
11001,-77.01631774,38.90473012
8085,-108.2694536,38.40215412
27171,-93.9630467,45.17394078
55059,-87.65312696,42.57849806
8037,-106.6952798,39.62783084
6075,-122.6939455,37.75971877
8113,-108.4059207,38.00375183
2020,-149.1885744,61.14826006
12109,-81.40988265,29.91217213
28019,-89.2484012,33.34732673
29079,-93.56533118,40.11393406
26085,-85.80164316,43.99008156
26139,-86.42186651,42.94853852
17031,-87.64616131,41.89541603
17059,-88.23053007,37.76272718
45047,-82.12587257,34.15384622
20059,-95.2859826,38.56451333
27027,-96.49061743,46.89228817
47075,-89.28383463,35.58321967
49003,-113.0820507,41.52101156
28139,-88.90890454,34.76837883
54051,-80.66337827,39.86059871
54035,-81.67478081,38.83446048
16039,-115.4692708,43.35386068
24005,-76.61634781,39.44304516
38005,-99.36605974,48.06936756
29163,-91.17135929,39.34384315
39087,-82.5367423,38.59848715
29201,-89.56854866,37.053003
39001,-83.4721735,38.84552788
48143,-98.21797194,32.2362608
13137,-83.53114973,34.63098185
13319,-83.1711939,32.8023995
54061,-80.04653644,39.63027586
39033,-82.91976384,40.85077125
12027,-81.80929142,27.18632965
9011,-72.10656884,41.4668127
39059,-81.49423879,40.05204311
26015,-85.30895142,42.59501838
29209,-93.45598343,36.7469531
51760,-77.47574033,37.52948198
37169,-80.2395175,36.40190304
19039,-93.78517024,41.02901422
19065,-91.84435718,42.86261351
6041,-122.7487991,38.05516587
48381,-101.8969462,34.96583899
48401,-94.76186557,32.10772309
19181,-93.56134571,41.33435026
39161,-84.5860904,40.85538465
12043,-81.18900893,26.95644946
13199,-84.68830312,33.0406184
8023,-105.4282137,37.27794992
48099,-97.79921275,31.39091334
19001,-94.47095331,41.33071715
13053,-84.78702341,32.34698297
6043,-119.9054938,37.58149027
29089,-92.69625226,39.14249287
41047,-122.5849945,44.903359
55079,-87.58054264,43.0154559
27139,-93.5359448,44.6484669
39129,-83.02436685,39.64192351
51145,-77.91514026,37.55019931
8014,-105.0525162,39.95420829
47099,-87.39558742,35.21729477
26009,-85.17579841,45.00738596
45069,-79.67869292,34.60205773
16009,-116.6586309,47.21750836
17103,-89.30041512,41.74617985
31127,-95.84982722,40.38763051
37031,-76.53568759,34.86127507
20149,-96.34238225,39.37895959
26075,-84.42344229,42.2484783
48091,-98.27825127,29.80818896
25019,-70.12813415,41.30123781
45009,-81.054208,33.21471559
48007,-96.99142998,28.08470517
13019,-83.22957086,31.27601935
18165,-87.46399473,39.85378697
26143,-84.61159714,44.33560818
37005,-81.12783575,36.49126106
6035,-120.5943338,40.67359604
12081,-82.35755166,27.47753793
39119,-81.94436108,39.96539762
8015,-106.1941002,38.7469472
8025,-103.7848313,38.32664559
8043,-105.4397053,38.4729919
28109,-89.5898142,30.76862841
28111,-88.99232028,31.17201999
31041,-99.72615844,41.39426273
12013,-85.19719403,30.40605751
21117,-84.53331835,38.93343224
19037,-92.31766658,43.06003513
17037,-88.77030691,41.89352098
19081,-93.73426978,43.08190226
38089,-102.6551433,46.81067248
26095,-85.56411489,46.71400884
40019,-97.28577521,34.25085819
37139,-76.24923088,36.26500976
35055,-105.6310504,36.57814866
28011,-90.88038768,33.79556919
32023,-116.4719359,38.04237977
47073,-82.94479028,36.44110198
38011,-103.5207107,46.11261135
42057,-78.11267869,39.92530125
22055,-92.06393553,30.20682387
48237,-98.17245173,33.23347241
17175,-89.79751576,41.09336136
40055,-99.56078707,34.93569608
48211,-100.2704768,35.83755462
16069,-116.7502829,46.32685066
46129,-100.0315494,45.42993415
6055,-122.3305467,38.50641255
40033,-98.37225237,34.29022851
29221,-90.87740931,37.96169207
36011,-76.57436842,43.01032397
48417,-99.3540631,32.73597638
48407,-95.16693176,30.57948189
19061,-90.88254249,42.46879816
51075,-77.91579959,37.72164467
20181,-101.71998,39.35142189
39139,-82.53652685,40.77469644
17001,-91.18849531,39.98791394
39021,-83.76947877,40.13768498
33019,-72.22225553,43.36124618
17075,-87.82429941,40.74722083
19157,-92.53147124,41.68644685
39169,-81.88804895,40.8288638
13113,-84.49421139,33.41398025
13141,-83.00069989,33.27042685
48259,-98.71155561,29.94471149
36039,-74.12277602,42.27652894
51137,-78.01363094,38.24624294
40089,-94.77132292,34.1153385
13277,-83.5265884,31.45744037
31025,-96.14089834,40.90972813
46077,-97.49147782,44.36958038
56009,-105.5070722,42.97231794
36043,-74.96249781,43.41970912
38047,-99.47748735,46.45734438
26053,-89.79548937,46.49548343
27005,-95.67391677,46.93463483
1095,-86.3066588,34.366962
47173,-83.83749812,36.28785528
54057,-78.94378319,39.4146761
55003,-90.56450767,46.7007297
17053,-88.22325243,40.59716722
38029,-100.2387923,46.28502795
6089,-122.0404928,40.76378471
22113,-92.3043061,29.80944424
5121,-91.02775773,36.34145039
55085,-89.52183906,45.70555287
22035,-91.23505314,32.73264556
22037,-91.04551312,30.84504327
22087,-89.3041509,29.90473385
48481,-96.22210512,29.27784218
2198,-133.1930245,55.7271706
2195,-133.0024389,57.11401498
48153,-101.3032372,34.07241726
2275,-132.1292109,56.29361731
21151,-84.2780326,37.72015078
47009,-83.92551317,35.68721559
30031,-111.1703867,45.5404228
45031,-79.95775577,34.33237191
1053,-87.16166973,31.1261131
13143,-85.21100071,33.79423308
20001,-95.30137447,37.88573251
17041,-88.21736785,39.76946442
51079,-78.46684173,38.29758605
66010,144.7694634,13.44278227
55137,-89.24290263,44.11311841
5065,-91.91342444,36.09486682
6053,-121.3088331,36.23975865
35017,-108.3824606,32.73900225
29131,-92.4284055,38.21452872
37193,-81.1633816,36.20628891
2110,-134.2119964,58.43451423
29165,-94.773533,39.38050084
29021,-94.80611478,39.65987322
1083,-86.98137775,34.81006019
18065,-85.39645068,39.93101649
31143,-97.56841114,41.1868982
39123,-83.01999192,41.5939058
27107,-96.45507882,47.32650997
19165,-95.31020572,41.68509253
24013,-77.0225264,39.56294176
19011,-92.06569825,42.0801675
21159,-82.51332414,37.80164288
27025,-92.90831806,45.50247369
21189,-83.68316957,37.41913682
42015,-76.51545849,41.7886645
54029,-80.57391745,40.52181131
29051,-92.28167649,38.50544937
26021,-86.68544306,41.9957713
42061,-77.9812531,40.41691754
31045,-103.135443,42.71971148
51141,-80.28426035,36.67834984
26119,-84.12718866,45.02753155
26135,-84.1297706,44.68175352
35007,-104.6468653,36.60613441
17163,-89.92842498,38.47030173
17189,-89.41047566,38.35218576
42009,-78.49032203,40.00655187
5127,-94.06327008,34.86076661
20099,-95.29757072,37.19131611
42073,-80.33417215,40.99124962
39067,-81.09112866,40.29383191
37003,-81.17704142,35.9210736
34009,-74.84992823,39.08517142
33005,-72.25118813,42.91931499
27089,-96.36850161,48.35811836
51101,-77.08854694,37.70666438
8055,-104.9605843,37.68470375
48255,-97.85938793,28.90575245
47023,-88.61356246,35.42175956
17171,-90.47468676,39.64413888
49027,-113.100715,39.07328157
49029,-111.573044,41.08935009
48257,-96.28781549,32.59930318
4011,-109.2402102,33.21547655
4013,-112.4913059,33.34881847
26129,-84.12640927,44.33493417
47087,-85.67321518,36.35922964
17159,-88.08515406,38.71232559
1009,-86.56743543,33.98080226
30051,-111.0245981,48.5617263
48131,-98.50890623,27.68133152
29173,-91.52204471,39.52767512
48251,-97.36633713,32.37900262
13061,-84.98013315,31.62628451
41023,-119.0073269,44.4914904
41011,-124.0933084,43.18514635
48159,-95.2184167,33.17553911
36113,-73.84594344,43.56097266
51113,-78.27917035,38.41373756
40005,-96.03781337,34.37371946
17129,-89.80206122,40.02737492
13015,-84.84048565,34.237863
12069,-81.71130492,28.76147921
40111,-95.96432416,35.64668248
38083,-100.345638,47.57540212
18049,-86.26355671,41.04697
20091,-94.82225632,38.88374889
24009,-76.5305342,38.53465833
55129,-91.7912377,45.89916754
53031,-123.5763181,47.77643692
72003,-67.18667066,18.37628691
27169,-91.77913725,43.98682232
